filepath,elev,wsun,kappa,beta,t,wsky,theta,phi,fov
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000020.png,2.2472,0.03988 0.04611 0.05667,0.87301,1.49349,22.71068,0.47624 0.50295 0.53426,-115.55,47.3054,39.5298
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000021.png,9.3611,0.03988 0.04611 0.05667,0.87301,1.49349,22.71068,0.47624 0.50295 0.53426,-117.55,40.1915,25.054
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000022.png,-2.6156,0.03988 0.04611 0.05667,0.87301,1.49349,22.71068,0.47624 0.50295 0.53426,-132.55,52.1682,36.93
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000023.png,-1.0102,0.03988 0.04611 0.05667,0.87301,1.49349,22.71068,0.47624 0.50295 0.53426,-134.55,50.5628,20.1766
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000024.png,4.722,0.03988 0.04611 0.05667,0.87301,1.49349,22.71068,0.47624 0.50295 0.53426,-141.55,44.8306,38.5025
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000025.png,4.4119,0.03988 0.04611 0.05667,0.87301,1.49349,22.71068,0.47624 0.50295 0.53426,-157.55,45.1407,28.561
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000026.png,4.1036,0.03988 0.04611 0.05667,0.87301,1.49349,22.71068,0.47624 0.50295 0.53426,-163.55,45.449,34.7408
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000027.png,-6.5644,0.03988 0.04611 0.05667,0.87301,1.49349,22.71068,0.47624 0.50295 0.53426,-172.55,56.117,20.1646
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000028.png,-4.8914,0.03988 0.04611 0.05667,0.87301,1.49349,22.71068,0.47624 0.50295 0.53426,-176.55,54.444,44.8054
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000029.png,1.8581,0.03988 0.04611 0.05667,0.87301,1.49349,22.71068,0.47624 0.50295 0.53426,-179.55,47.6945,40.8302
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000030.png,1.315,0.03988 0.04611 0.05667,0.87301,1.49349,22.71068,0.47624 0.50295 0.53426,177.45,48.2376,30.0081
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000031.png,-3.5541,0.03988 0.04611 0.05667,0.87301,1.49349,22.71068,0.47624 0.50295 0.53426,172.45,53.1067,31.2296
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000032.png,-2.951,0.41577 0.41086 0.41643,0.19722,0.55599,18.99754,0.77919 0.78427 0.77365,-6.8236,52.3791,32.5145
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000033.png,8.5478,0.41577 0.41086 0.41643,0.19722,0.55599,18.99754,0.77919 0.78427 0.77365,-9.8236,40.8803,29.2888
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000034.png,-0.3313,0.41577 0.41086 0.41643,0.19722,0.55599,18.99754,0.77919 0.78427 0.77365,-10.8236,49.7594,22.1461
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000035.png,-3.5553,0.41577 0.41086 0.41643,0.19722,0.55599,18.99754,0.77919 0.78427 0.77365,-24.8236,52.9834,33.1284
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000036.png,-6.4241,0.41577 0.41086 0.41643,0.19722,0.55599,18.99754,0.77919 0.78427 0.77365,-37.8236,55.8522,33.208
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000037.png,8.4792,0.41577 0.41086 0.41643,0.19722,0.55599,18.99754,0.77919 0.78427 0.77365,-58.8236,40.9489,20.9591
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000038.png,-2.9606,0.41577 0.41086 0.41643,0.19722,0.55599,18.99754,0.77919 0.78427 0.77365,-82.8236,52.3887,22.9746
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000039.png,-8.747,0.41577 0.41086 0.41643,0.19722,0.55599,18.99754,0.77919 0.78427 0.77365,-86.8236,58.1751,35.2847
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000040.png,4.2519,0.41577 0.41086 0.41643,0.19722,0.55599,18.99754,0.77919 0.78427 0.77365,-96.8236,45.1762,28.793
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000041.png,-9.056,0.41577 0.41086 0.41643,0.19722,0.55599,18.99754,0.77919 0.78427 0.77365,-123.8236,58.4841,31.1247
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000042.png,6.2671,0.41577 0.41086 0.41643,0.19722,0.55599,18.99754,0.77919 0.78427 0.77365,-124.8236,43.161,22.2693
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000043.png,-7.6626,0.41577 0.41086 0.41643,0.19722,0.55599,18.99754,0.77919 0.78427 0.77365,-151.8236,57.0907,36.1895
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000044.png,-6.7422,0.41577 0.41086 0.41643,0.19722,0.55599,18.99754,0.77919 0.78427 0.77365,176.1764,56.1703,35.7421
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000045.png,-6.834,0.41577 0.41086 0.41643,0.19722,0.55599,18.99754,0.77919 0.78427 0.77365,175.1764,56.2621,29.6532
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000046.png,9.5445,0.41577 0.41086 0.41643,0.19722,0.55599,18.99754,0.77919 0.78427 0.77365,141.1764,39.8836,39.1685
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000047.png,0.5598,0.41577 0.41086 0.41643,0.19722,0.55599,18.99754,0.77919 0.78427 0.77365,130.1764,48.8683,21.6911
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000048.png,-0.2121,0.41577 0.41086 0.41643,0.19722,0.55599,18.99754,0.77919 0.78427 0.77365,125.1764,49.6402,42.0481
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000049.png,-7.9271,0.41577 0.41086 0.41643,0.19722,0.55599,18.99754,0.77919 0.78427 0.77365,114.1764,57.3552,31.4999
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000050.png,-1.2493,0.41577 0.41086 0.41643,0.19722,0.55599,18.99754,0.77919 0.78427 0.77365,113.1764,50.6774,28.4315
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000051.png,-1.6482,0.41577 0.41086 0.41643,0.19722,0.55599,18.99754,0.77919 0.78427 0.77365,112.1764,51.0763,34.5547
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000052.png,-8.2128,0.41577 0.41086 0.41643,0.19722,0.55599,18.99754,0.77919 0.78427 0.77365,103.1764,57.6409,42.4442
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000053.png,-5.9631,0.41577 0.41086 0.41643,0.19722,0.55599,18.99754,0.77919 0.78427 0.77365,93.1764,55.3912,40.3879
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000054.png,5.3801,0.41577 0.41086 0.41643,0.19722,0.55599,18.99754,0.77919 0.78427 0.77365,84.1764,44.048,35.8076
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000055.png,7.1189,0.41577 0.41086 0.41643,0.19722,0.55599,18.99754,0.77919 0.78427 0.77365,82.1764,42.3092,20.2263
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000056.png,4.5754,0.41577 0.41086 0.41643,0.19722,0.55599,18.99754,0.77919 0.78427 0.77365,78.1764,44.8527,28.6812
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000057.png,-1.7743,0.41577 0.41086 0.41643,0.19722,0.55599,18.99754,0.77919 0.78427 0.77365,63.1764,51.2024,23.6867
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000058.png,-3.3053,0.41577 0.41086 0.41643,0.19722,0.55599,18.99754,0.77919 0.78427 0.77365,61.1764,52.7334,42.2863
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000059.png,-2.9902,0.41577 0.41086 0.41643,0.19722,0.55599,18.99754,0.77919 0.78427 0.77365,53.1764,52.4183,42.4469
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000060.png,1.9645,0.41577 0.41086 0.41643,0.19722,0.55599,18.99754,0.77919 0.78427 0.77365,35.1764,47.4636,26.9303
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000061.png,0.1688,0.41577 0.41086 0.41643,0.19722,0.55599,18.99754,0.77919 0.78427 0.77365,27.1764,49.2593,43.1538
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000062.png,-0.4947,0.41577 0.41086 0.41643,0.19722,0.55599,18.99754,0.77919 0.78427 0.77365,11.1764,49.9228,27.8282
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000063.png,-1.0017,0.41577 0.41086 0.41643,0.19722,0.55599,18.99754,0.77919 0.78427 0.77365,10.1764,50.4298,20.3966
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000064.png,-5.3436,0.92309 0.87830 0.81462,0.11042,13.06526,19.41508,0.58881 0.60596 0.62018,84.8276,73.8203,33.5246
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000065.png,-6.6692,0.92309 0.87830 0.81462,0.11042,13.06526,19.41508,0.58881 0.60596 0.62018,81.8276,75.1459,30.2837
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000066.png,-7.3622,0.92309 0.87830 0.81462,0.11042,13.06526,19.41508,0.58881 0.60596 0.62018,64.8276,75.8388,25.7833
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000067.png,0.8292,0.92309 0.87830 0.81462,0.11042,13.06526,19.41508,0.58881 0.60596 0.62018,57.8276,67.6474,28.1535
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000068.png,8.065,0.92309 0.87830 0.81462,0.11042,13.06526,19.41508,0.58881 0.60596 0.62018,22.8276,60.4117,35.8089
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000069.png,9.1242,0.92309 0.87830 0.81462,0.11042,13.06526,19.41508,0.58881 0.60596 0.62018,2.8276,59.3525,41.9375
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000070.png,-7.2142,0.92309 0.87830 0.81462,0.11042,13.06526,19.41508,0.58881 0.60596 0.62018,-0.1724,75.6908,41.2062
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000071.png,3.6564,0.92309 0.87830 0.81462,0.11042,13.06526,19.41508,0.58881 0.60596 0.62018,-10.1724,64.8202,38.0575
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000072.png,6.4204,0.92309 0.87830 0.81462,0.11042,13.06526,19.41508,0.58881 0.60596 0.62018,-22.1724,62.0563,34.8231
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000073.png,4.845,0.92309 0.87830 0.81462,0.11042,13.06526,19.41508,0.58881 0.60596 0.62018,-35.1724,63.6316,40.0402
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000074.png,-8.8023,0.92309 0.87830 0.81462,0.11042,13.06526,19.41508,0.58881 0.60596 0.62018,-49.1724,77.2789,29.3609
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000075.png,-1.5988,0.92309 0.87830 0.81462,0.11042,13.06526,19.41508,0.58881 0.60596 0.62018,-64.1724,70.0754,27.4912
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000076.png,1.372,0.92309 0.87830 0.81462,0.11042,13.06526,19.41508,0.58881 0.60596 0.62018,-110.1724,67.1046,33.8198
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000077.png,-5.9332,0.92309 0.87830 0.81462,0.11042,13.06526,19.41508,0.58881 0.60596 0.62018,-118.1724,74.4098,33.2479
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000078.png,5.5808,0.92309 0.87830 0.81462,0.11042,13.06526,19.41508,0.58881 0.60596 0.62018,-125.1724,62.8959,36.348
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000079.png,-5.4129,0.92309 0.87830 0.81462,0.11042,13.06526,19.41508,0.58881 0.60596 0.62018,-133.1724,73.8895,20.8478
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000080.png,1.4124,0.92309 0.87830 0.81462,0.11042,13.06526,19.41508,0.58881 0.60596 0.62018,-150.1724,67.0643,40.5909
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000081.png,-6.6884,0.92309 0.87830 0.81462,0.11042,13.06526,19.41508,0.58881 0.60596 0.62018,-162.1724,75.165,30.901
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000082.png,-8.019,0.92309 0.87830 0.81462,0.11042,13.06526,19.41508,0.58881 0.60596 0.62018,-166.1724,76.4956,27.0299
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000083.png,6.6688,0.92309 0.87830 0.81462,0.11042,13.06526,19.41508,0.58881 0.60596 0.62018,-169.1724,61.8079,40.2961
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000084.png,7.626,0.92309 0.87830 0.81462,0.11042,13.06526,19.41508,0.58881 0.60596 0.62018,-177.1724,60.8506,43.426
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000085.png,-2.4145,0.92309 0.87830 0.81462,0.11042,13.06526,19.41508,0.58881 0.60596 0.62018,-178.1724,70.8911,26.5445
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000086.png,9.356,0.92309 0.87830 0.81462,0.11042,13.06526,19.41508,0.58881 0.60596 0.62018,175.8276,59.1206,38.4726
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000087.png,7.548,0.92309 0.87830 0.81462,0.11042,13.06526,19.41508,0.58881 0.60596 0.62018,173.8276,60.9287,34.1317
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000088.png,-5.9034,0.92309 0.87830 0.81462,0.11042,13.06526,19.41508,0.58881 0.60596 0.62018,172.8276,74.3801,20.6081
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000089.png,-0.8576,0.92309 0.87830 0.81462,0.11042,13.06526,19.41508,0.58881 0.60596 0.62018,139.8276,69.3342,30.4082
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000090.png,8.2093,0.92309 0.87830 0.81462,0.11042,13.06526,19.41508,0.58881 0.60596 0.62018,135.8276,60.2674,40.0517
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000091.png,3.4,0.92309 0.87830 0.81462,0.11042,13.06526,19.41508,0.58881 0.60596 0.62018,134.8276,65.0766,25.9546
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000092.png,1.9778,0.92309 0.87830 0.81462,0.11042,13.06526,19.41508,0.58881 0.60596 0.62018,126.8276,66.4989,43.1291
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000093.png,-2.2802,0.92309 0.87830 0.81462,0.11042,13.06526,19.41508,0.58881 0.60596 0.62018,114.8276,70.7568,30.6992
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000094.png,0.6958,0.92309 0.87830 0.81462,0.11042,13.06526,19.41508,0.58881 0.60596 0.62018,109.8276,67.7809,24.9082
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000095.png,2.7412,0.92309 0.87830 0.81462,0.11042,13.06526,19.41508,0.58881 0.60596 0.62018,94.8276,65.7355,33.4673
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000096.png,-9.2398,1.69917 1.60748 1.48102,0.08078,25.8294,20.12661,0.37539 0.39838 0.42893,57.3816,36.5151,22.5349
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000097.png,-5.8212,1.69917 1.60748 1.48102,0.08078,25.8294,20.12661,0.37539 0.39838 0.42893,52.3816,33.0965,29.6792
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000098.png,-4.5069,1.69917 1.60748 1.48102,0.08078,25.8294,20.12661,0.37539 0.39838 0.42893,36.3816,31.7822,27.377
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000099.png,7.7129,1.69917 1.60748 1.48102,0.08078,25.8294,20.12661,0.37539 0.39838 0.42893,35.3816,19.5624,40.1816
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000100.png,10.4477,1.69917 1.60748 1.48102,0.08078,25.8294,20.12661,0.37539 0.39838 0.42893,33.3816,16.8276,41.6718
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000101.png,3.6384,1.69917 1.60748 1.48102,0.08078,25.8294,20.12661,0.37539 0.39838 0.42893,24.3816,23.6369,36.968
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000102.png,-1.7949,1.69917 1.60748 1.48102,0.08078,25.8294,20.12661,0.37539 0.39838 0.42893,-25.6184,29.0702,41.0182
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000103.png,-5.5033,1.69917 1.60748 1.48102,0.08078,25.8294,20.12661,0.37539 0.39838 0.42893,-31.6184,32.7786,29.4531
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000104.png,-3.1393,1.69917 1.60748 1.48102,0.08078,25.8294,20.12661,0.37539 0.39838 0.42893,-40.6184,30.4146,36.4723
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000105.png,2.72,1.69917 1.60748 1.48102,0.08078,25.8294,20.12661,0.37539 0.39838 0.42893,-49.6184,24.5553,35.1711
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000106.png,5.9122,1.69917 1.60748 1.48102,0.08078,25.8294,20.12661,0.37539 0.39838 0.42893,-64.6184,21.3631,39.006
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000107.png,-6.0943,1.69917 1.60748 1.48102,0.08078,25.8294,20.12661,0.37539 0.39838 0.42893,-65.6184,33.3696,21.6739
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0002_sync/image_02/data/0000000000.png,0.2476,1.69917 1.60748 1.48102,0.08078,25.8294,20.12661,0.37539 0.39838 0.42893,-86.6184,27.0277,43.4696
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0002_sync/image_02/data/0000000001.png,6.1248,1.69917 1.60748 1.48102,0.08078,25.8294,20.12661,0.37539 0.39838 0.42893,-110.6184,21.1505,32.5126
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0002_sync/image_02/data/0000000002.png,-7.0637,1.69917 1.60748 1.48102,0.08078,25.8294,20.12661,0.37539 0.39838 0.42893,-124.6184,34.339,24.6661
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0002_sync/image_02/data/0000000003.png,7.3097,1.69917 1.60748 1.48102,0.08078,25.8294,20.12661,0.37539 0.39838 0.42893,-126.6184,19.9656,39.694
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0002_sync/image_02/data/0000000004.png,-3.9871,1.69917 1.60748 1.48102,0.08078,25.8294,20.12661,0.37539 0.39838 0.42893,-131.6184,31.2624,29.3283
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0002_sync/image_02/data/0000000005.png,1.4515,1.69917 1.60748 1.48102,0.08078,25.8294,20.12661,0.37539 0.39838 0.42893,-135.6184,25.8238,37.0201
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0002_sync/image_02/data/0000000006.png,-6.1975,1.69917 1.60748 1.48102,0.08078,25.8294,20.12661,0.37539 0.39838 0.42893,-144.6184,33.4728,44.8946
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0002_sync/image_02/data/0000000007.png,6.7785,1.69917 1.60748 1.48102,0.08078,25.8294,20.12661,0.37539 0.39838 0.42893,-160.6184,20.4968,27.4542
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0002_sync/image_02/data/0000000008.png,2.6769,1.69917 1.60748 1.48102,0.08078,25.8294,20.12661,0.37539 0.39838 0.42893,-163.6184,24.5984,40.9301
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0002_sync/image_02/data/0000000009.png,7.8535,1.69917 1.60748 1.48102,0.08078,25.8294,20.12661,0.37539 0.39838 0.42893,-171.6184,19.4218,32.3591
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0002_sync/image_02/data/0000000010.png,5.7071,1.69917 1.60748 1.48102,0.08078,25.8294,20.12661,0.37539 0.39838 0.42893,173.3816,21.5682,25.6102
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0002_sync/image_02/data/0000000011.png,-4.6546,1.69917 1.60748 1.48102,0.08078,25.8294,20.12661,0.37539 0.39838 0.42893,167.3816,31.9299,43.9946
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0002_sync/image_02/data/0000000012.png,-9.4915,1.69917 1.60748 1.48102,0.08078,25.8294,20.12661,0.37539 0.39838 0.42893,166.3816,36.7668,33.9932
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0002_sync/image_02/data/0000000013.png,1.6558,1.69917 1.60748 1.48102,0.08078,25.8294,20.12661,0.37539 0.39838 0.42893,148.3816,25.6195,31.4619
